0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
376.5248107910156,152.4124298095703,211.50070190429688,380.00091552734375,165.12228393554688,198.49522399902344,339.024658203125,261.6264343261719,249.4373321533203,207.55357360839844,251.21871948242188,20.42491912841797,77.38114166259766,210.15087890625,111.95100402832031,186.36004638671875,81.76127624511719,95.15411376953125,341.6297912597656,157.60350036621094,188.1155242919922,119.40126037597656,257.2804260253906,154.1631622314453,191.2787322998047,289.63330078125
431.4252624511719,195.1276397705078,164.31581115722656,321.6851501464844,188.46861267089844,8.623845100402832,407.58038330078125,144.9589385986328,66.22968292236328,149.64585876464844,207.7746124267578,123.1006088256836,34.56931686401367,55.34234619140625,97.96512603759766,149.92416381835938,53.650753021240234,152.52597045898438,126.29656982421875,109.38558959960938,409.5599670410156,230.30770874023438,231.09608459472656,154.06112670898438,167.29022216796875,342.8819580078125
404.56292724609375,282.8286437988281,225.5472412109375,372.8026123046875,337.460693359375,104.18338775634766,283.5167541503906,219.88270568847656,400.3475646972656,106.99566650390625,117.53343963623047,188.5430145263672,284.427978515625,144.4084014892578,54.535308837890625,219.0655059814453,172.66497802734375,63.7067985534668,206.8650665283203,151.46434020996094,250.03717041015625,346.2818603515625,89.46900177001953,236.77122497558594,152.74163818359375,98.12191772460938
296.39007568359375,41.15419387817383,335.7982177734375,309.7690734863281,149.92593383789062,275.9630432128906,189.1934051513672,210.59091186523438,498.9747314453125,188.94842529296875,218.33819580078125,229.4272918701172,541.7294921875,194.56773376464844,42.3416748046875,178.64193725585938,359.32012939453125,145.18392944335938,344.9133605957031,120.57674407958984,152.82192993164062,84.98452758789062,130.8514862060547,120.42615509033203,168.14166259765625,90.80192565917969
228.19412231445312,482.6393737792969,299.90789794921875,210.74412536621094,186.1339874267578,245.174072265625,230.26852416992188,63.309024810791016,469.0129089355469,191.65228271484375,47.446014404296875,259.6341247558594,465.79388427734375,496.1374816894531,135.85821533203125,112.71647644042969,337.0985107421875,300.6336975097656,378.5094909667969,269.3232421875,266.31573486328125,396.63092041015625,148.15560913085938,138.85906982421875,119.94253540039062,156.920166015625
373.54010009765625,526.4188842773438,107.6136703491211,114.49150085449219,114.09992218017578,145.0640869140625,220.50088500976562,292.0674743652344,278.83197021484375,468.4762268066406,146.6644287109375,183.75538635253906,239.2172088623047,435.81671142578125,247.0731201171875,110.75479125976562,204.77734375,269.1539001464844,260.5082702636719,240.96163940429688,107.56475067138672,542.4280395507812,125.93753814697266,167.8688201904297,203.68019104003906,181.33148193359375
393.70947265625,178.02737426757812,196.93817138671875,280.1491394042969,325.9148864746094,354.7886657714844,347.8811340332031,413.5542297363281,57.5881233215332,365.0213317871094,139.74221801757812,16.5672607421875,173.8615264892578,113.82178497314453,180.40817260742188,260.2930603027344,96.43470764160156,144.98899841308594,387.2541809082031,27.881973266601562,312.1342468261719,336.9849853515625,147.76951599121094,177.391357421875,39.499595642089844,203.22335815429688
498.7167663574219,593.40087890625,38.527645111083984,331.0234375,428.426513671875,290.8988037109375,259.8265686035156,162.0516815185547,51.415584564208984,268.6801452636719,133.18052673339844,85.41956329345703,215.504638671875,191.43064880371094,288.1986389160156,361.3359069824219,358.66943359375,110.97522735595703,331.7445068359375,189.61021423339844,241.4418182373047,460.39666748046875,348.1885070800781,48.19086837768555,164.4767608642578,277.6489562988281
733.7847290039062,615.2551879882812,516.10986328125,183.45877075195312,142.45510864257812,472.6234130859375,338.9153137207031,313.2513732910156,170.32872009277344,327.0063171386719,203.52032470703125,35.338897705078125,273.69427490234375,324.9615173339844,548.3294677734375,213.24478149414062,536.7352905273438,191.77012634277344,103.00048828125,116.13225555419922,174.15245056152344,539.9853515625,224.60264587402344,131.47911071777344,277.6817932128906,469.9093322753906
593.865478515625,275.2364196777344,707.6014404296875,377.7149658203125,312.96826171875,360.1831359863281,429.1202087402344,231.8094940185547,301.42010498046875,91.38408660888672,197.46339416503906,194.98391723632812,256.2865905761719,253.1494598388672,437.6586608886719,140.95187377929688,356.35943603515625,285.8521728515625,194.56031799316406,400.67547607421875,205.30624389648438,571.1937255859375,262.0539855957031,118.92975616455078,515.4567260742188,244.24935913085938
352.8280944824219,233.65647888183594,346.6341247558594,443.7640075683594,395.1473693847656,281.5043029785156,219.1159210205078,379.2647399902344,314.06549072265625,472.6929626464844,154.41586303710938,401.88525390625,411.8792724609375,53.194122314453125,344.6861877441406,145.83999633789062,57.09949493408203,183.1286163330078,163.17626953125,240.86572265625,33.43418502807617,283.2817687988281,314.63323974609375,214.087158203125,308.66693115234375,298.8258361816406
200.8795623779297,473.9118347167969,420.6507873535156,446.2445068359375,209.90480041503906,443.99957275390625,95.56253051757812,670.9161376953125,132.09234619140625,555.0641479492188,236.43690490722656,428.02777099609375,354.5200500488281,192.86279296875,473.2474365234375,163.39869689941406,254.7841339111328,269.1864013671875,198.08583068847656,262.12890625,164.85543823242188,125.1981430053711,216.49462890625,141.85186767578125,306.5938415527344,413.7667236328125
85.38059997558594,412.1095886230469,587.77587890625,551.8840942382812,273.15216064453125,288.0364074707031,148.00894165039062,376.6297607421875,59.42320251464844,451.35174560546875,278.65521240234375,399.4742126464844,187.85533142089844,284.38397216796875,223.325927734375,86.44276428222656,259.7620544433594,327.0130615234375,66.63924407958984,253.11204528808594,205.30624389648438,250.68795776367188,207.12301635742188,261.4618225097656,327.9169616699219,105.20358276367188
126.2619857788086,149.5032501220703,457.5730895996094,298.04754638671875,392.8551940917969,138.45858764648438,56.20038986206055,350.9039611816406,227.34963989257812,304.3775634765625,212.8581085205078,289.8409729003906,353.1975402832031,384.25933837890625,144.8834228515625,171.277587890625,100.17626953125,370.1231689453125,345.88116455078125,103.82198333740234,157.698486328125,311.573486328125,436.7098083496094,382.0920104980469,224.59609985351562,221.1658477783203
96.5958480834961,219.4653778076172,377.4218444824219,44.64876937866211,639.9019165039062,333.5776672363281,316.2456359863281,413.69293212890625,472.04913330078125,214.0557098388672,148.0705108642578,241.3102569580078,452.75347900390625,351.251708984375,178.71194458007812,131.04696655273438,253.22244262695312,352.5152893066406,389.88104248046875,177.71560668945312,360.7243347167969,223.818115234375,467.24652099609375,435.5202941894531,182.69024658203125,207.78558349609375
89.36019897460938,469.86737060546875,125.10017395019531,334.37939453125,584.4649658203125,85.21092987060547,518.2317504882812,146.1030731201172,331.74896240234375,36.40556716918945,107.2943344116211,247.61338806152344,111.15081024169922,89.61164093017578,208.18789672851562,233.47264099121094,331.3397521972656,143.49461364746094,223.76683044433594,159.77777099609375,444.2220764160156,127.60440063476562,188.69570922851562,328.15362548828125,236.3312225341797,116.50701141357422
137.3867950439453,514.4274291992188,362.1139831542969,541.9620971679688,195.7696533203125,195.77963256835938,388.1544494628906,91.01105499267578,69.29927062988281,113.46562194824219,188.45008850097656,127.64713287353516,276.6160583496094,130.802978515625,113.51921081542969,315.6704406738281,297.5355529785156,338.2210388183594,57.479801177978516,110.56864929199219,91.95277404785156,93.07829284667969,317.96771240234375,105.5641860961914,196.97970581054688,50.7292366027832
320.17724609375,431.4804382324219,636.0501098632812,298.14483642578125,281.0050048828125,177.9447784423828,277.1021728515625,111.39752960205078,79.44225311279297,30.41844367980957,226.8828125,278.9913024902344,238.97117614746094,105.80856323242188,318.3146667480469,120.43457794189453,489.42889404296875,323.5369567871094,113.99181365966797,242.78421020507812,431.8728332519531,307.5995178222656,434.358154296875,246.80389404296875,314.2198181152344,93.15113830566406
484.4263610839844,270.26953125,503.6686706542969,441.1862487792969,411.82940673828125,264.476806640625,230.924560546875,95.24090576171875,299.618408203125,175.36474609375,118.4708251953125,282.2289733886719,250.84283447265625,352.30877685546875,479.96832275390625,68.56249237060547,398.59027099609375,215.97286987304688,97.47026062011719,239.71463012695312,288.55841064453125,167.59925842285156,386.06103515625,88.21955108642578,328.213134765625,39.493900299072266
400.76422119140625,70.88455200195312,130.03079223632812,621.3863525390625,262.7099609375,331.00885009765625,56.965763092041016,492.2224426269531,401.3485412597656,117.07077026367188,484.5550537109375,249.57666015625,193.60662841796875,528.053955078125,536.9679565429688,80.07532501220703,132.19102478027344,138.26422119140625,108.6689682006836,87.8026351928711,88.72513580322266,334.39642333984375,273.566650390625,99.03443908691406,341.1698913574219,90.90406799316406
220.59669494628906,274.7397155761719,151.41592407226562,530.6783447265625,392.2184753417969,424.66015625,294.15911865234375,593.0453491210938,432.4114074707031,59.774654388427734,502.293212890625,307.13153076171875,59.112300872802734,488.87445068359375,594.4796752929688,131.78662109375,230.2850341796875,95.64141082763672,77.5268783569336,151.78408813476562,81.32260131835938,296.4797058105469,318.1783142089844,294.96075439453125,400.548828125,147.28501892089844
365.6713562011719,361.2344970703125,221.99261474609375,320.0314636230469,658.4940795898438,541.540771484375,526.5779418945312,369.383544921875,368.4839172363281,249.7531280517578,413.81866455078125,165.77593994140625,231.19000244140625,316.5050354003906,267.1398010253906,312.5188903808594,252.99468994140625,301.0560302734375,327.7696533203125,104.1737060546875,159.0667266845703,134.7137908935547,149.10330200195312,226.73854064941406,305.2981872558594,385.8826599121094
562.0286254882812,268.28277587890625,427.18670654296875,301.5980529785156,640.878173828125,653.136962890625,540.099609375,453.87646484375,212.30198669433594,304.9891662597656,319.53955078125,90.65495300292969,487.5380859375,129.88230895996094,129.00929260253906,242.0590362548828,259.7294921875,356.9659729003906,553.7485961914062,317.4452209472656,180.6077423095703,128.11480712890625,476.5128173828125,261.59783935546875,147.74403381347656,382.2056579589844
456.0264587402344,177.67259216308594,674.2337646484375,663.846435546875,485.94342041015625,431.1922607421875,480.4367980957031,649.4895629882812,304.9234619140625,228.76600646972656,192.8846435546875,278.1302185058594,492.55126953125,395.6483459472656,141.10691833496094,187.48561096191406,172.2420196533203,292.8693542480469,391.54010009765625,467.72650146484375,431.97808837890625,305.5578308105469,533.4093627929688,543.669189453125,65.37608337402344,89.78053283691406
